,Points,Latitude
248,34.193425500000004,74.83434976826678
249,34.407918800000004,74.15636814540112
250,32.7185614,74.8580917
251,32.7045476,74.871206
252,32.4288215,75.56286458392415
253,33.2761171,75.8169238781403
254,33.669800550000005,75.01480232217389
255,34.611023599999996,74.238478667319
256,34.0846151,74.8230135
257,33.7670004,74.0957143
258,33.89829355,74.89634093792017
259,32.7067837,74.88064548904282
260,0,0
261,0,0
262,33.3772495,74.3132332
263,33.211637100000004,75.20509890752818
264,33.069103150000004,74.8378698208889
265,32.57591175,75.12034455530063
266,33.718807,74.8333311
267,34.3281272,74.47611863298505
268,34.0747444,74.8204443
269,33,75.166667
270,0,0
271,23.699127949999998,85.99106894165021
272,22.5483518,85.81888764651222
273,24.20162495,84.87817691941733
274,24.4766423,86.60673245386945
275,23.7952809,86.4309638
276,0,0
277,24.2538512,87.30064714192224
278,24.15529035,83.82522584408349
279,24.1608897,86.25113503301655
280,24.74334305,87.2928506179686
281,23.0916741,84.5738480719802
282,23.9675151,85.43884568595615
283,22.8015194,86.2029579
284,0,0
285,23.9232867,86.77353493891458
286,23.10018105,85.3454593617985
287,24.4931239,85.55608107203881
288,23.74186545,84.51301366522105
289,0,0
290,24.6379064,87.8556962
291,23.916667,84.083333
292,23.598775949999997,85.53691564663127
293,23.3700501,85.3250387
294,25.244263,87.6348084
295,22.7464225,85.91689291046393
296,22.6664325,84.5502679119221
297,0,0
298,16.1853166,75.6967919
299,0,0
300,13.0010872,77.3361225
301,15.8572666,74.5069343
302,15.1433952,76.9193876
303,18.083333,77.333333
304,16.8269911,75.7175387
305,0,0
306,14.3674858,76.6541167
307,0,0
308,14.2266443,76.4005122
309,0,0
310,14.4661266,75.9206361
311,0,0
312,15.47196065,74.98934985
313,15.419595,75.621863
314,17.166667,77.083333
315,13.0070817,76.0992703
316,14.7874825,75.3996731
317,0,0
318,12.38217745,75.66531991685233
319,13.1369996,78.1339606
320,15.3484144,76.1547421
321,12.5238888,76.8961961
322,12.8796103,74.8531752
323,0,0
324,12.52860425,76.90132421144125
325,16.083333,77.166667
326,15.355298900000001,75.14591205453912
327,12.69925235,77.24440803076789
328,13.9326093,75.574978
329,13.3400771,77.1006208
330,13.3419169,74.7473232
331,0,0
332,16.7469536,77.1327594
333,12.988866999999999,77.72020451035232
334,9.56493435,76.54448148836951
335,0,0
336,10.072462250000001,76.20522197224022
337,9.8497872,76.9797914
338,11.8763836,75.3737973
339,12.4914722,74.9877613
340,0,0
341,8.9478511,76.64498399384823
342,9.6287383,76.64553257390992
343,0,0
344,11.4216247,75.8314676
345,11.10684475,76.10995510466662
346,10.78789845,76.47408711165895
347,9.278084100000001,76.97374429915658
348,9.9081546,76.3108559
349,0,0
350,10.5214758,76.1899913
351,0,0
352,8.6982143,76.8152768
353,10.8942004,75.927851
354,0,0
355,24.2362818,75.4943132
356,22.285939550000002,74.35468608752092
357,23.03525965,81.3884438474638
358,24.6185442,77.87883059674556
359,21.966667,80.333333
360,21.75194325,74.89175175338488
361,21.8796162,77.87568124563079
362,26.5,78.75
363,23.2584857,77.401989
364,0,0
365,21.3118839,76.2291992
366,24.75,79.75
367,22.139831049999998,78.80964495467987
368,23.75,79.583333
369,25.6650399,78.4586499
370,23,76.166667
371,22.5,75.25
372,22.907368650000002,80.88511429688029
373,24.5,77.5
374,26.2037247,78.1573628
375,22.3388828,77.0929933
376,22.6001502,77.92664521413192
377,22.7203616,75.8681996
378,0,0
379,23.1608938,79.9497702
380,0,0
381,22.88585225,74.72513368804519
382,23.8339621,80.392456
383,21.9778642,76.5688282326971
384,0,0
385,22.68536625,80.58150561711888
386,24.2651306,75.38718193725012
387,26.166667,77.5
388,22.9467047,79.1980228
389,24.63044655,75.18339614635457
390,24.5,80.25
391,23.25,78.083333
392,23.87167135,76.7748902040889
393,23.4805919,74.91778971237613
394,24.756718,81.65493468694177
395,23.80961225,78.75911360578634
396,24.5,81
397,22.275878900000002,79.721044651047
398,23.3002343,81.364771
399,23.37074105,76.62051527475785
400,25.6656611,76.6954843
401,25.37524125,77.82811932629714
402,24.25,82
403,25.6724156,78.1043815
404,24.1974432,82.6661453
405,24.85450275,79.04698123882801
406,23.1885131,75.7716562
407,24.2865522,80.1464261
408,23.916667,78
409,0,0
410,19.162772500000003,74.85802430085195
411,20.7618624,77.19217162524623
412,0,0
413,20.9431343,77.768891
414,0,0
415,19.8993677,75.35301280108729
416,18.9918442,75.90978399809711
417,21.1736978,79.6451773
418,20.5646029,76.40866785795339
419,20.030975599999998,79.35813866691342
420,21.13050145,74.47891180551228
421,19.759070350000002,80.16228072580182
422,21.52912345,80.28294589594977
423,19.54140965,77.17376601317515
424,20.84351185,75.52592658756026
425,19.9182328,75.8686246900443
426,16.7028412,74.2405329
427,18.35159075,76.75542361334745
428,0,0
429,19.1871694,72.9763715
430,0,0
431,0,0
432,21.138207,78.81073105935272
433,19.09400875,77.48319215130235
434,21.365998949999998,74.28400358178766
435,0,0
436,20.072457,73.663926
437,19.0308262,73.0198537
438,18.16984395,76.11796321159572
439,19.29031365,76.60290343431203
440,0,0
441,0,0
442,18.543104200000002,73.82229852869989
443,18.4928092,73.13807095426539
444,17.282607900000002,73.4569787039826
445,17.1726928,74.58676543279755
446,17.63612885,74.29827807601782
447,16.135719299999998,73.65220860183584
448,0,0
449,17.8097705,75.6420392
450,0,0
451,19.265929,73.238978
452,20.82562315,78.61314549522919
453,20.28792095,77.23606281061035
454,20.325703750000002,78.11691396684715
455,0,0
456,24.562463649999998,93.8012483746545
457,24.3197442,94.0210988225432
458,24.378704,93.69700149533944
459,0,0
460,24.85154025,94.00947957721581
461,24.757326,93.85847858025147
462,25.380439600000003,94.0569854178655
463,24.935401300000002,93.56791112289724
464,24.624587,94.04247928402684
465,25.311073800000003,94.47537752375742
466,0,0
467,25.61849455,90.63421621777749
468,25.8619841,90.70177048839348
469,25.347969,90.56577725964563
470,25.448052699999998,89.9987852968616
471,25.60780175,90.20380106122235
472,25.25157605,92.48405006942016
473,25.4425965,92.29882747091773
474,25.5845378,91.8872242
475,25.330722100000003,91.32645013786319
476,25.58173695,91.28910306371017
477,25.87640255,91.85675741641606
478,0,0
479,23.7435236,92.7382905
480,23.6317319,93.34931854269607
481,24.18947525,92.7133181281124
482,22.34596495,92.8119536068969
483,22.898553,92.75192291719874
484,23.75590845,92.45173568830637
485,22.4995518,92.97798988717027
486,23.385892300000002,92.930598908176
487,0,0
488,0,0
489,0,0
490,25.9136459,93.7283456
491,25.81551155,94.84166400470303
492,25.75,94.166667
493,26.49031725,94.77214247303138
494,26.4795861,94.51052754768273
495,26.75,94.833333
496,25.47907705,93.72563659313207
497,25.75,94.5
498,26.168505500000002,94.85819821659115
499,26.166667,94.25
500,26,94.5
501,0,0
502,20.8382426,85.0973949
503,21.5002888,86.9202627
504,21.3335004,83.6190492
505,21.49308515,86.63272982626935
506,21.0633288,86.5053731
507,20.7502257,83.2499464
508,20.8415619,84.3213321
509,20.4686,85.8792
510,0,0
511,0,0
512,21.5370786,84.7301184
513,20.75,85.5
514,19.19557415,84.19297736346317
515,19.4129711,85.04710406447731
516,20.2593872,86.1660878
517,20.8522696,86.3385714
518,21.87705125,84.00905063735019
519,19.75,83
520,20.13069385,84.07904760590154
521,20.50040085,86.43170622796478
522,21.5,85.5
523,20.1540594,85.7086509
524,18.7232023,82.6081182778727
525,0,0
526,21.75,86.5
527,20.1160666,85.11195643843573
528,0,0
529,20.769099750000002,82.51862845874122
530,19.8076083,85.8252538
531,19.172095849999998,83.3350308502498
532,22.253999399999998,84.8577520139704
533,21.4706422,83.98368580351055
534,20.8453864,83.909083
535,20.4686,85.8792
536,22.2309255,84.8678705
537,22.13327195,83.97965279931319
538,0,0
539,0,0
540,30.3704685,75.504017418548
541,31.8193025,75.1999941
542,30.25,75
543,0,0
544,0,0
545,0,0
546,30.60092505,74.79477422840449
547,30.6466737,76.3887563
548,30.336099599999997,74.11794319222481
549,31.4760888,74.3566643
550,30.71780715,76.69850620641157
551,32.166667,75.316667
552,31.60857425,75.84644246890946
553,0,0
554,31.38524095,75.30552273989395
555,30.700625,76.2220763
556,30.899994,75.8056044
557,29.8769971,75.4889866137018
558,30.7839866,75.16057422541162
559,30.283140099999997,74.52299719797392
560,32.2692452,75.6528858
561,30.2090874,76.3398720856221
562,30.9688367,76.526088
563,30.2093363,75.8184224340909
564,0,0
565,30.8260412,75.1989654
566,31.4550382,74.9322639
567,31.55670955,74.41602873547244
568,26.4691,74.639
569,27.5,76.5
570,23.4930788,74.34840231310622
571,24.9171512,76.69640322489136
572,25.5819034,71.61966242777196
573,27.26521245,77.36912554739122
574,25.48877345,74.69961283584024
575,28.0159286,73.3171367
576,25.5,75.833333
577,24.718026000000002,74.47214697200876
578,28.2061443,74.69190729963461
579,26.80486585,76.44374569929329
580,26.7010642,77.896749
581,0,0
582,23.666667,73.75
583,0,0
584,0,0
585,29.5,74
586,29.5760254,74.3342203
587,26.9003601,75.79220580741168
588,26.9892021,75.77375149318246
589,0,0
590,26.73074995,75.87048523512652
591,26.9058423,75.7288959
592,27.02801615,70.7785056232077
593,25.3476006,72.6260916
594,24.3132368,76.52223626123003
595,28.1287995,75.3992581
596,26.275235,73.0394597
597,0,0
598,22.7495275,88.3665768
599,26.51668105,77.05772976517363
600,25.17504535,75.83048653621748
601,27.2240665,76.6425562
602,27.0607859,74.17667537582712
603,25.6040908,73.41560878556902
604,24.0333495,74.7801315
605,25.29131615,73.8244924740361
606,26.22914115,76.30453277017932
607,27.662826000000003,75.02792628691331
608,24.811404699999997,72.83002573160249
609,26.12214725,75.66375373932236
610,24.578721,73.6862571
611,0,0
612,27.333333,88.666667
613,27.666667,88.5
614,50.284475,-4.811050692792248
615,50.284475,-4.811050692792248
616,0,0
617,11.076035950000001,79.11745538182738
618,13.035944350000001,80.24099949725411
619,0,0
620,11.01170565,76.936832609704
621,11.0827084,76.9427442
622,11.7564329,79.7634644
623,12.09680475,78.19304301026716
624,10.3303299,78.0673979084697
625,11.369204400000001,77.67662686841793
626,12.836393,79.7053304
627,8.079252,77.5499338
628,10.9301522,78.08485454572889
629,12.51798205,78.21955376144741
630,0,0
631,9.9588875,78.1896789
632,10.805627600000001,79.824659783024
633,11.284224850000001,78.16615283668403
634,13.0455141,80.2406636
635,11.2287716,78.8182555496278
636,10.3826515,78.8191259
637,9.5,78.5
638,10.2778966,77.9329562
639,12.8710165,80.0844971
640,10.0637695,78.7775022
641,10.7860267,79.1381497
642,9.969664300000002,77.47420048524822
643,0,0
644,0,0
645,13.13014755,79.92435386254968
646,9.539867,77.6197904
647,10.73618605,79.63318659437627
648,0,0
649,11.1017815,77.345192
650,0,0
651,0,0
652,9.9588875,78.1896789
653,12.7948109,79.0006410968549
654,11.9415377,79.4861469
655,9.5208936,77.8784563961865
656,0,0
657,23.8253158,91.9732226716333
658,23.4613369,91.60718003817723
659,25.3107033,83.0111075
660,24.04673835,91.62320953646798
661,24.092147599999997,92.24512135019847
662,0,0
663,23.5,91.666667
664,24.3167458,92.06650224339185
665,23.916667,91.5
666,0,0
667,27.1752554,78.0098161
668,27.833333,78.166667
669,25.4381302,81.8338005
670,26.40349795,82.60728148676125
671,26.34738315,81.6238783207884
672,28.9233969,78.48831693262684
673,26.65573395,79.51504701181831
674,26.02269675,83.02887343114848
675,28.116667,78.983333
676,28.97240405,77.33315284938224
677,27.7336958,81.47732127661058
678,25.877932549999997,84.11995931460379
679,27.4504805,82.39541774073132
680,25.6258081,80.44895991095466
681,26.93823105,81.38609761204991
682,28.4157769,79.45264865437258
683,27.266001,83.0834354
684,29.40604895,78.48087839917878
685,28.5246712,77.5996529
686,15.4140408,77.5960623
687,25.2158257,80.9164001
688,26.42384715,83.76273169028727
689,27.5541146,78.60078640304634
690,26.718324350000003,79.09025375025163
691,26.63807555,82.05902434378625
692,27.3700748,79.620752
693,25.8435395,80.91800397088501
694,27.17736635,78.38991197951182
695,0,0
696,0,0
697,28.7218316,77.45268496448504
698,25.603508400000003,83.50745404887138
699,27.1096669,81.9183291218813
700,26.6711433,83.36457243864551
701,25.75,80
702,28.740612499999997,77.83542556519009
703,27.33857665,80.0975264641719
704,27.57324325,78.11173866751716
705,26.105546,79.42765264782076
706,25.7955927,82.48834097504385
707,25.531031149999997,78.65268901605349
708,26.999697400000002,79.68861212775874
709,26.4600465,79.85550999615592
710,26.4402119,80.26930513416637
711,27.883846050000002,78.63489003747873
712,25.53609455,81.44672838764605
713,26.219264,77.585814
714,0,0
715,24.70038485,78.51866758648347
716,26.8420098,80.94785711416057
717,27.09254225,83.56696261338257
718,25.36176885,79.70499475331877
719,27.2098219,79.04813700847944
720,27.633333,77.583333
721,26.0376878,83.49793418499047
722,29.000652549999998,77.76822875372174
723,25.101047700000002,82.62574935763521
724,28.8638424,78.80577833091104
725,29.44800635,77.74068502568672
726,28.55,80.1
727,25.75,81.75
728,0,0
729,28.8014001,79.0284337
730,29.9880774,77.5081299470512
731,28.61875255,78.55087405404802
732,0,0
733,27.912633149999998,79.74656294869826
734,29.5008816,77.34838258540861
735,19.1558325,72.8403354
736,0,0
737,27.5046392,80.82946583420815
738,24.38657525,83.07863061278505
739,0,0
740,26.242510850000002,82.29616931685918
741,26.57550365,80.61376177782856
742,25.3356491,83.0076292
743,0,0
744,29.703094999999998,79.43317023326716
745,30.0084975,79.93004575415591
746,30.5,79.5
747,29.23631315,80.10172076512075
748,30.3255646,78.0436813
749,29.9384473,78.1452985
750,29.29478295,79.41548093726253
751,29.84591115,78.70766746320547
752,29.585871,80.215167
753,0,0
754,30.5,78.666667
755,0,0
756,30.7291049,78.4403495
757,0,0
758,22.642931,88.8930579
759,22.5760669,88.42006757660644
760,23.6871297,86.9746587
761,23.13195425,87.20739720367507
762,0,0
763,24,87.583333
764,0,0
765,23.2495714,87.8681751
766,26.3217218,89.46564724021613
767,25.38703085,88.50471505
768,26.8700325,88.3608759
769,22.9052114,88.3760639
770,22.5736296,88.3251045
771,0,0
772,0,0
773,26.4733048,88.6788668614395
774,22.3770636,87.04867177362203
775,0,0
776,22.5666449,88.3544854
777,25.0057449,88.1398483
778,24.1745993,88.2721335
779,23.48454125,88.55676307470536
780,22.4205314,87.3219109
781,0,0
782,23.3435943,86.35726817110043
783,0,0
784,0,0
785,26.7420339,88.4345828
786,25.8707958,87.96259728449391
787,0,0
788,0,0
789,17.7007292,-64.8461292
790,-30.332771,153.1110831
791,0,0
792,30.7334421,76.7797143
793,0,0
794,0,0
795,0,0
796,20.42000485,72.86376290300566
797,20.42000485,72.86376290300566
798,0,0
799,0,0
800,0,0
801,0,0
802,40.5546472,-111.9797244
803,0,0
804,0,0
805,0,0
806,0,0
807,0,0
808,40.5546472,-111.9797244
809,0,0
810,0,0
811,0,0
812,40.5546472,-111.9797244
813,40.5546472,-111.9797244
814,0,0
815,0,0
816,0,0
817,0,0
818,10.8132489,73.6804620941119
819,0,0
820,10.91571,79.8375761
821,11.9340568,79.8306447
822,0,0
